,Address,ITM_E,ITM_N,Geo Co-ordinates
845,"Scarden Beg, Sligo, sligo",569339,818185,POINT (-8.468909243033416 54.11181280669435)
846,"Commons Townland, Holycross Road, Thurles, tipperary",599651,652230,POINT (-8.005154260002385 52.62130565142074)
847,"'Carrig Lodge', Monadreen, Thurles, tipperary",599651,652230,POINT (-8.005154260002385 52.62130565142074)
848,"GURTUSSA , DUNDRUM, tipperary",599651,652230,POINT (-8.005154260002385 52.62130565142074)
849,"Cullenagh , Kilmeaden, waterford",592176,621647,POINT (-8.114831803806839 52.34636265214949)
850,"poulnagunoge, clonmel, waterford",622163,621538,POINT (-7.674726286966611 52.34499101907731)
851,"Killanthony, Knockanore, waterford",605530,592917,POINT (-7.919306236995083 52.08814700259703)
852,"Ballina , Curracloe, wexford",707833,627738,POINT (-6.415718421636117 52.39055012949128)
853,"Thomastown Road, Rosbercon, New Ross, wexford",671386,627975,POINT (-6.951024664933653 52.39864332110552)
854,"Kilmurray, Bray, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
855,"Kyle, Carlow, carlow",676460,647676,POINT (-6.871959732177507 52.57500133585036)
856,"Ballintrane, Fenagh, carlow",678575,667463,POINT (-6.836048535239422 52.75250829857645)
857,"Killyvanny, Cavan, cavan",643304,810123,POINT (-7.338901143807077 54.0384653700363)
858,"Doonbeg Village, Doonbeg, clare",499123,667217,POINT (-9.494132155243078 52.74659714123863)
859,"Cloghaundine, Liscannor, clare",504937,688109,POINT (-9.414133821978659 52.93536434177637)
860,"Ard na Deirga, Killaloe, clare",567755,672852,POINT (-8.478228694611879 52.80569052158855)
861,"Lahinch Road, Ennistymon, clare",529487,679574,POINT (-9.047161723654614 52.86245231921442)
862,"Ballellery, Liscannor, clare",506836,691056,POINT (-9.386740593798041 52.96217557886033)
863,"Ardcairn House, Copperhill,, Churchyard Lane, Ballintemple, cork",534327,728974,POINT (-8.985383569888723 53.30697305126199)
864,"WEST END, MAINSTREET., BANTEER, cork",537019,595256,POINT (-8.919387391464351 52.1056149717229)
865,"Scoil Bhride National School, Rathcormac, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
866,"Carhookeal, Mallow, cork",555860,596904,POINT (-8.644585694423588 52.12225136535749)
867,"Curraghcloonabro east, , Dromina, cork",545277,618357,POINT (-8.802584896425955 52.31411997396604)
868,"Shandangan West, Carrigadrohid, cork",546531,671208,POINT (-8.792708864331733 52.78923042067092)
869,"Rochfordstown, Waterfall, cork",562597,567462,POINT (-8.542998715465158 51.85810605146145)
870,"Kilpatrick, Ballyclough, Mallow, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
871,"Caherurlagh, Kilcrohane, Bantry, cork",481586,537325,POINT (-9.708465814192481 51.57601008447623)
872,"Kingwilliamstown, Ballydesmond, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
873,"Ballymartin, Dungourney, cork",591659,578218,POINT (-8.121353701028585 51.95598356611512)
874,"Highfield, Templehill, Lackenshoneen, Carrigrohane, Cork, cork",561088,570601,POINT (-8.565258170521465 51.8862185595672)
875,"Forest Hill, Carrigaline, cork",575445,558776,POINT (-8.355866905138653 51.78073986560651)
876,"Colla Pier Cottages, Colla, Schull, cork",491614,529541,POINT (-9.561447056195513 51.50807698466647)
877,"Knockwatear Killavullen , Mallow, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
878,"Ballyvatta, Leamlara, cork",579267,580641,POINT (-8.301789997749081 51.97743986253159)
879,"Dinish Island, Castletownbere, cork",493252,585363,POINT (-9.554998356896609 52.0100092440506)
880,"Ardnadition, Manorcunningham, donegal",624819,913255,POINT (-7.612421258503161 54.96632500163383)
881,"Gortahork, Killygordon, donegal",616150,889985,POINT (-7.74909766483084 54.75761029441342)
882,"Bruckless, Bruckless, donegal",574824,876803,POINT (-8.389987426326792 54.63880309250969)
883,"Moneymore, Newtowncunningham, donegal",591095,758707,POINT (-8.13446585877197 53.57817106624374)
884,"Patricks Hill, Dunfanaghy, donegal",598999,935326,POINT (-8.015709500435902 55.1652350408332)
885,"Ardara, Ardara, donegal",573584,891146,POINT (-8.410494207442278 54.7676066474936)
886,"Meenderryowan, Annagry, donegal",578354,918693,POINT (-8.338440390081084 55.01532943770666)
887,"Eden Lodge, Clybaun Road, Knocknacarra, galway",537171,736739,POINT (-8.944257815959372 53.37709193607544)
888,"Bunowen Beg, Ballyconneely, galway",460142,743469,POINT (-10.10428914564114 53.42276914860765)
889,"cloon , cleggan , galway",461373,757411,POINT (-10.09193500593415 53.54830338368248)
890,"Letterfrack, Letterfrack, galway",471098,757378,POINT (-9.945263813320258 53.55048317458871)
891,"Killarive, Kiltullagh, galway",551508,771021,POINT (-8.734117635344878 53.68665670973915)
892,"Carrowbaun, Milltown, galway",536825,797203,POINT (-8.961741230137873 53.92033294855983)
893,"Loughcurra, Kinvara, galway",537171,736739,POINT (-8.944257815959372 53.37709193607544)
894,"Garrauncreen, Turloughmore, galway",546021,739075,POINT (-8.811666085721891 53.39906100797585)
895,"Rosscahill West, Rosscahill, galway",517022,739199,POINT (-9.247654387847223 53.39641557096302)
896,"Ballyfintan,Gurtymadden, Loughrea, galway",537171,736739,POINT (-8.944257815959372 53.37709193607544)
897,"Killeeneen more , Craughwell, galway",545756,720324,POINT (-8.81244435704923 53.230536124556)
898,"Firies National School, Firies, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
899,"DROMULTAN , CURROW , kerry",500049,604658,POINT (-9.461679473357822 52.18465757043428)
900,"The Wood, Dingle, kerry",445188,601138,POINT (-10.26180276682758 52.14038109505393)
901,"Killeagh, Farranfore, kerry",494356,602861,POINT (-9.544342370778391 52.16745019036892)
902,"Ballinorig West, Tralee, kerry",486208,614932,POINT (-9.667458397539695 52.27428718679445)
903,"Church Street, Caherciveen, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
904,"Clieveragh, Listowel, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
905,"William Street, Listowel, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
906,"Confey, Leixlip, kildare",700075,737625,POINT (-6.495863220730488 53.3793129090473)
907,"Allen Manor, Kilmeague, kildare",675734,718749,POINT (-6.86612037547459 53.21375613205474)
908,"Straffan Road, Maynooth, kildare",693661,737030,POINT (-6.592409558812937 53.37514282190008)
909,"Main St., Maynooth, kildare",693661,737030,POINT (-6.592409558812937 53.37514282190008)
910,"Castlereban, Athy, kildare",675734,718749,POINT (-6.86612037547459 53.21375613205474)
911,"Turnings Upper, Straffan, kildare",691584,727115,POINT (-6.62647873983545 53.2864268020498)
912,"Kilheale Manor, Hartwell Road, Kill, kildare",692654,722760,POINT (-6.61170482228682 53.24711386521356)
913,"Kilheale Manor, Hartwell Road, Kill, kildare",692654,722760,POINT (-6.61170482228682 53.24711386521356)
914,"Skehana, Castlecomer, kilkenny",650742,677270,POINT (-7.246775317611069 52.84397251203519)
915,"Corluddy, Carrigeen, kilkenny",653599,613514,POINT (-7.214668546228171 52.27070345408816)
916,"Kilkernan, Ballyfoyle, kilkenny",575188,553246,POINT (-8.359196834413128 51.73101837745502)
917,"Upper Main Street, Graiguenamanagh, kilkenny",667213,645213,POINT (-7.008859210156141 52.5540877912059)
918,"Aghaviller, Hugginstown, kilkenny",649403,635050,POINT (-7.272971862429187 52.4646553158152)
919,"Kilgorey Road, Crettyard, laois",641157,693531,POINT (-7.386986897486118 52.99092850625499)
920,"Edergole, Dromahaire, leitrim",596716,889539,POINT (-8.0510146196157 54.75385182421838)
921,"Gortnacamdarragh Td.,, Cloone, leitrim",614991,799060,POINT (-7.771677516788707 53.940653884981)
922,"Caislean Na HAbhann, Groody Rd, Castletroy , Limerick, limerick",562516,658234,POINT (-8.554255961339033 52.67397382098835)
923,"Tuogh, Adare, limerick",543039,647432,POINT (-8.840362408862864 52.57519925637386)
924,"Martinstown, Kilmallock, limerick",566810,627934,POINT (-8.487738273997174 52.40192250023845)
925,"Broad Street, Adare, limerick",544869,641505,POINT (-8.812382661225932 52.52212042091136)
926,"Boarmans Hill, Murroe, limerick",544869,641505,POINT (-8.812382661225932 52.52212042091136)
927,"Ballinanima D Arcy, Kilfinane, limerick",544869,641505,POINT (-8.812382661225932 52.52212042091136)
928,"Knock, Lanesborough, longford",614398,892414,POINT (-7.776195648700445 54.77948742400979)
929,"Stickillen, Ardee, louth",700747,795264,POINT (-6.467105188656862 53.89697401999561)
930,"Camcloon More, Newport, mayo",499224,795601,POINT (-9.53344674347537 53.89999561456577)
931,"Listernan, Killasser, Swinford, mayo",511244,799206,POINT (-9.351651330446847 53.93457765877444)
932,"Carn, Belmullet, mayo",512157,825855,POINT (-9.345466033416672 54.17413171851439)
933,"Knockmore, Ballina, mayo",571376,563612,POINT (-8.415235098263086 51.82401762700447)
934,"Knockrawer, Breaffy Road, , Castlebar, mayo",511244,799206,POINT (-9.351651330446847 53.93457765877444)
935,"Mulhussey, Kilcloon, meath",691116,743383,POINT (-6.628810847655664 53.43266465122937)
936,"Ballinabrackey, Kinnegad, meath",659495,746536,POINT (-7.103993059093812 53.46551076417009)
937,"Ballybin Road, Ratoath, meath",701734,750809,POINT (-6.466679204504405 53.49743566824694)
938,"Killeen Castle Demense, , Dunsany, meath",688063,768372,POINT (-6.667708611867138 53.65768947099826)
939,"Bawn, Carlanstown, meath",675136,782571,POINT (-6.859787054629835 53.78727756799245)
940,"Clowanstown, Dunsany, meath",693650,753615,POINT (-6.587639725144124 53.52414519187353)
941,"Bullogbrean, Clones, monaghan",655148,829946,POINT (-7.154485916768715 54.21544071453925)
942,"Annaharvey, Tullamore, offaly",624465,722747,POINT (-7.633371150472769 53.25451689537456)
943,"Main Street, Clara, offaly",625479,732909,POINT (-7.617360448054185 53.34579302671886)
944,"Cullenwaine, Moneygall, offaly",601382,682295,POINT (-7.979463024702926 52.89152289018486)
945,"Strokestown Road, Rooskey, roscommon",575243,781713,POINT (-8.375663064850881 53.78439976874244)
946,"Knocknaskeagh, Gurteen, sligo",563377,807656,POINT (-8.558812201387397 54.01681563992891)
947,"Cahir Road, Clerihan, Clonmel, tipperary",599651,652230,POINT (-8.005154260002385 52.62130565142074)
948,"Killoskehane, Templemore, tipperary",611534,671756,POINT (-7.828973953699107 52.79668017474921)
949,"Curraghtarsna, Cashel, tipperary",614729,640789,POINT (-7.782981572815069 52.51827386513263)
950,"Boherduff, Clonmel, tipperary",580760,639277,POINT (-8.283395698325403 52.50454334764935)
951,"Loughdeheen, , Dunhilll, waterford",619338,605000,POINT (-7.717134344941401 52.19644680365045)
952,"Clonea Road, Dungarvan, waterford",619338,605000,POINT (-7.717134344941401 52.19644680365045)
953,"Clonea Road, Dungarvan, waterford",619338,605000,POINT (-7.717134344941401 52.19644680365045)
954,"Knockmeal, Dungarvan, waterford",617319,608297,POINT (-7.746498212615144 52.22614920842803)
955,"Lisduggan, Waterford, waterford",657863,605864,POINT (-7.153508701710102 52.2015160419853)
956,"Hillquarter, Athlone, westmeath",603014,743721,POINT (-7.954632472015851 53.44356366717766)
957,"Teernacreeve, Kilbeggan, westmeath",634817,738107,POINT (-7.476557106518189 53.39197294659685)
958,"Ballymahon Road, Athlone, westmeath",636917,753182,POINT (-7.443217580542209 53.5272993230716)
959,"Golden Island , Athlone, westmeath",604045,740208,POINT (-7.939158689802531 53.41198614435618)
960,"Nemestown, Kilmore, wexford",697409,603907,POINT (-6.575697669156688 52.17836373721931)
961,"Ballinclare, Balloughter, wexford",708694,654527,POINT (-6.394323509757355 52.63107067448851)
962,"Aldridge, Templetown, wexford",674908,607469,POINT (-6.90384228610042 52.21388833320569)
963,"Forth Commons, Rathaspick, wexford",698689,619227,POINT (-6.552514196640132 52.31579787575729)
964,"Ballinastraw, Monomolin, wexford",686773,666625,POINT (-6.7148627989168 52.74372482507975)
965,"CROSSFARNOGUE, KILMORE, wexford",689105,745699,POINT (-6.658409379180288 53.45381583163587)
966,"Taghmon, Taghmon, wexford",691314,619479,POINT (-6.66058265488518 52.31933809152041)
967,"Curraduff, Kiltealy, Enniscorthy, wexford",684268,647261,POINT (-6.756899269405188 52.57011896355612)
968,"Corballis Lower, Rathdrum, wicklow",718581,686523,POINT (-6.236760322192842 52.91644002091981)
969,"Cullen Lower, , Threemilewater, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
970,"Coolnaskeagh, Delgany, wicklow",726035,713154,POINT (-6.115582650820642 53.15395855487377)
971,"Killarney Road, Bray, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
972,"Glenteigue Lane, Snugborough,, Arklow, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
973,"Coole, Rathvilly, carlow",689499,680795,POINT (-6.670623048092818 52.8706027413207)
974,"Killygarry, Cavan, cavan",644065,804673,POINT (-7.328073747226767 53.98943106367609)
975,"Lannanerriagh, Corlough, cavan",610996,820099,POINT (-7.831762027711718 54.12980737895695)
976,"The Mart, Church Hill & Circular Road, Ennistymon, clare",529487,679574,POINT (-9.047161723654614 52.86245231921442)
977,"Knockadrehid, O Briensbridge, clare",584614,811663,POINT (-8.234975373415068 54.05389119770947)
978,"Cappateemore, Meelick, clare",532512,796945,POINT (-9.027331776705154 53.91747122377659)
979,"Slievecallan, Knockalassa, clare",529487,679574,POINT (-9.047161723654614 52.86245231921442)
980,"Woodview, Douglas, cork",596048,591825,POINT (-8.057654951715786 52.07834469293196)
981,"ballynacole, dungourney, cork",592192,577324,POINT (-8.113578765037341 51.94795510414675)
982,"Janssen Pharmaceutical, Wallingstown, Little Island, cork",574438,571754,POINT (-8.371419346480238 51.89735453440727)
983,"Cornhill, Fermoy, cork",577848,602135,POINT (-8.323839519025833 52.17058874916633)
984,"Richardstown, Doneraile, cork",558388,607212,POINT (-8.608934640812194 52.21509788200182)
985,"CASTLEKEVIN, MALLOW, cork",562350,602459,POINT (-8.55043132945465 52.17266153350348)
986,"Killavarilly, Conna, cork",591099,591553,POINT (-8.129847701778694 52.07584230543601)
987,"Ballinphellic, Ballinhassig, cork",556440,564531,POINT (-8.632008544736388 51.831313782743)
988,"knockglass, ladysbridge, cork",538091,577602,POINT (-8.900547733233472 51.94706489679714)
989,"Douglas, Douglas, cork",570142,569292,POINT (-8.433626008838784 51.87501032691249)
990,"Ballynoe Terrysland, Carrigtwohill, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
991,"Forest Hill, Carrigaline , cork",575445,558776,POINT (-8.355866905138653 51.78073986560651)
992,"Lacka Cross, Ballydesmond, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
993,"Bweeng East, Bweeng, Mallow, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
994,"Glannagaul, Kildinan, cork",575559,591767,POINT (-8.35655715614925 52.07729818626176)
995,"Rath-Healy, Fermoy, cork",581653,599324,POINT (-8.26806322051703 52.14546125687922)
996,"IDA Business Park, Carrigtwohill, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
997,"Woodhill, Dunfanaghy, donegal",603562,936308,POINT (-7.944086329296954 55.17404571145092)
998,"Dreenan, Ballybofey, donegal",615209,894052,POINT (-7.763503613700155 54.79418043076299)
999,"Galdonagh, Manorcunningham, donegal",627585,910830,POINT (-7.56946107935885 54.94439286314071)
1000,"Tonduff, Buncrana, donegal",603530,896048,POINT (-7.945084771739958 54.8123319779185)
1001,"Ballybun, Castlefinn, donegal",624679,892166,POINT (-7.616410708099576 54.77685924830624)
1002,"Glencoagh, Mountcharles , donegal",586633,878824,POINT (-8.207155000991737 54.65741243428993)
1003,"Hornhead Road , Dunfanaghy, donegal",598999,935326,POINT (-8.015709500435902 55.1652350408332)
1004,"Fallask, Buncrana, donegal",638998,936952,POINT (-7.387768590378032 55.17830760985648)
1005,"kilclooney beg, portnoo, donegal",571355,897386,POINT (-8.445747264545691 54.82354763853539)
1006,"Roshine Acres, Burtonport, donegal",600295,902033,POINT (-7.995404660875042 54.86611764226576)
1007,"Fycorranagh , Letterkenny, donegal",618135,909078,POINT (-7.717062022339348 54.92908494702112)
1008,"Eel Street, Castle Avenue, Buncrana, donegal",600295,902033,POINT (-7.995404660875042 54.86611764226576)
1009,"Churchill, Letterkenny, donegal",600295,902033,POINT (-7.995404660875042 54.86611764226576)
1010,"Deerfield, Moycullen, galway",523072,730983,POINT (-9.154710336968881 53.32350994268738)
1011,"Lakeview rd, Claregalway, galway",533978,734009,POINT (-8.991667952465894 53.35217221280891)
1012,"Thornfield, Ballygar, galway",566640,657923,POINT (-8.49324770085722 52.67144811409905)
1013,"Derryvunlam, Ballyshrule, galway",576385,702568,POINT (-8.352402553811245 53.07320605642711)
1014,"Clifden Community School, Ardbear, galway",537171,736739,POINT (-8.944257815959372 53.37709193607544)
1015,"Kylebrack East, Loughrea, galway",569054,710242,POINT (-8.46253771944011 53.14179804058507)
1016,"Lismany, Laurencetown, galway",586141,719845,POINT (-8.207564271139137 53.22881934079236)
1017,"Caherfurvas, Craughwell, galway",550007,719243,POINT (-8.748611388403518 53.22123882800554)
1018,"Claregalway Corporate Business Pk, Claregalway, galway",533978,734009,POINT (-8.991667952465894 53.35217221280891)
1019,"Cross Street, , Loughrea, galway",537171,736739,POINT (-8.944257815959372 53.37709193607544)
1020,"Fiddaun, Craughwell, galway",549771,713460,POINT (-8.751235925280694 53.16924833580681)
